geneA,geneB,Complex_ac,ComplexID
ENSRNOG00000017786,ENSRNOG00000034237,NA,3055
ENSRNOG00000017786,ENSRNOG00000034242,NA,2836
ENSRNOG00000017786,ENSRNOG00000037604,NA,8391
ENSRNOG00000017786,ENSRNOG00000038398,NA,3055
ENSRNOG00000017786,ENSRNOG00000039876,NA,8391
ENSRNOG00000017786,ENSRNOG00000040273,NA,3055
ENSRNOG00000017786,ENSRNOG00000042261,NA,5615
ENSRNOG00000017786,ENSRNOG00000042556,NA,1171
ENSRNOG00000017786,ENSRNOG00000042983,NA,8391
ENSRNOG00000017786,ENSRNOG00000043099,NA,3055
ENSRNOG00000017786,ENSRNOG00000043370,NA,8391
ENSRNOG00000017786,ENSRNOG00000045760,NA,3055
ENSRNOG00000017786,ENSRNOG00000045860,NA,3055
ENSRNOG00000017786,ENSRNOG00000045885,NA,3055
ENSRNOG00000017786,ENSRNOG00000046172,NA,8391
ENSRNOG00000017786,ENSRNOG00000046479,NA,1230
ENSRNOG00000017786,ENSRNOG00000047611,NA,3055
ENSRNOG00000017786,ENSRNOG00000048277,NA,8391
ENSRNOG00000017786,ENSRNOG00000048725,NA,5613
ENSRNOG00000017786,ENSRNOG00000048736,NA,1239
ENSRNOG00000017786,ENSRNOG00000049783,NA,5614
ENSRNOG00000017786,ENSRNOG00000050323,NA,8391
ENSRNOG00000017786,ENSRNOG00000050410,NA,8391
ENSRNOG00000017786,ENSRNOG00000050419,NA,437
ENSRNOG00000017786,ENSRNOG00000050647,NA,676
ENSRNOG00000017786,ENSRNOG00000051170,NA,8391
ENSRNOG00000017786,ENSRNOG00000051498,NA,8391
ENSRNOG00000017786,ENSRNOG00000053047,NA,1230
ENSRNOG00000017786,ENSRNOG00000053468,NA,3055
ENSRNOG00000017786,ENSRNOG00000054420,NA,1230
ENSRNOG00000017786,ENSRNOG00000054626,NA,3055
ENSRNOG00000017786,ENSRNOG00000055293,NA,725
ENSRNOG00000017786,ENSRNOG00000056756,NA,725
ENSRNOG00000017786,ENSRNOG00000056765,NA,3055
ENSRNOG00000017786,ENSRNOG00000057754,NA,302
ENSRNOG00000017786,ENSRNOG00000058561,NA,8391
ENSRNOG00000017786,ENSRNOG00000058866,NA,8172
ENSRNOG00000017786,ENSRNOG00000058882,NA,5604
ENSRNOG00000017786,ENSRNOG00000058908,NA,572
ENSRNOG00000017786,ENSRNOG00000058909,NA,3055
ENSRNOG00000017786,ENSRNOG00000059714,NA,676
ENSRNOG00000017786,ENSRNOG00000060045,NA,725
ENSRNOG00000017786,ENSRNOG00000060154,NA,8391
ENSRNOG00000017786,ENSRNOG00000061039,NA,8391
ENSRNOG00000017786,ENSRNOG00000061928,NA,5604
ENSRNOG00000017786,ENSRNOG00000063109,NA,5604
ENSRNOG00000017786,ENSRNOG00000063552,NA,7627
ENSRNOG00000017786,ENSRNOG00000063732,NA,3055
ENSRNOG00000017786,ENSRNOG00000065352,NA,304
ENSRNOG00000017786,ENSRNOG00000067444,NA,3055
ENSRNOG00000017786,ENSRNOG00000067587,NA,8391
ENSRNOG00000017786,ENSRNOG00000068845,NA,8391
ENSRNOG00000017786,ENSRNOG00000069905,NA,3055
ENSRNOG00000017786,ENSRNOG00000070946,NA,5613
ENSRNOG00000017786,ENSRNOG00000070974,NA,3055
ENSRNOG00000017787,ENSRNOG00000003480,NA,8280
ENSRNOG00000017787,ENSRNOG00000005724,NA,6344
ENSRNOG00000017787,ENSRNOG00000006238,NA,6344
ENSRNOG00000017787,ENSRNOG00000006314,NA,8280
ENSRNOG00000017787,ENSRNOG00000006695,NA,6344
ENSRNOG00000017787,ENSRNOG00000007372,NA,8280
ENSRNOG00000017787,ENSRNOG00000008134,NA,8280
ENSRNOG00000017787,ENSRNOG00000008859,NA,8561
ENSRNOG00000017787,ENSRNOG00000009207,NA,8561
ENSRNOG00000017787,ENSRNOG00000010370,NA,6344
ENSRNOG00000017787,ENSRNOG00000010602,NA,6344
ENSRNOG00000017787,ENSRNOG00000012473,NA,7957
ENSRNOG00000017787,ENSRNOG00000012812,NA,8561
ENSRNOG00000017787,ENSRNOG00000013805,NA,8561
ENSRNOG00000017787,ENSRNOG00000014048,NA,8561
ENSRNOG00000017787,ENSRNOG00000015179,NA,6344
ENSRNOG00000017787,ENSRNOG00000016054,NA,6344
ENSRNOG00000017787,ENSRNOG00000017434,NA,6344
ENSRNOG00000017787,ENSRNOG00000019478,NA,6344
ENSRNOG00000017787,ENSRNOG00000019675,NA,8280
ENSRNOG00000017787,ENSRNOG00000020465,NA,7819
ENSRNOG00000017787,ENSRNOG00000021726,NA,8677
ENSRNOG00000017787,ENSRNOG00000022448,NA,8561
ENSRNOG00000017787,ENSRNOG00000022485,NA,6344
ENSRNOG00000017787,ENSRNOG00000025100,NA,8561
ENSRNOG00000017787,ENSRNOG00000025295,NA,8570
ENSRNOG00000017787,ENSRNOG00000031312,NA,6344
ENSRNOG00000017787,ENSRNOG00000037443,NA,7819
ENSRNOG00000017787,ENSRNOG00000042353,NA,7819
ENSRNOG00000017787,ENSRNOG00000048462,NA,8677
ENSRNOG00000017787,ENSRNOG00000049179,NA,8174
ENSRNOG00000017787,ENSRNOG00000049517,NA,8561
ENSRNOG00000017787,ENSRNOG00000060936,NA,6344
ENSRNOG00000017787,ENSRNOG00000070745,NA,6344
ENSRNOG00000017795,ENSRNOG00000019798,NA,7623
ENSRNOG00000017795,ENSRNOG00000050647,NA,7623
ENSRNOG00000017801,ENSRNOG00000013397,NA,6425
ENSRNOG00000017803,ENSRNOG00000003975,NA,3158
ENSRNOG00000017803,ENSRNOG00000029738,NA,2256
ENSRNOG00000017803,ENSRNOG00000031934,NA,3160
ENSRNOG00000017817,ENSRNOG00000010149,NA,8569
ENSRNOG00000017817,ENSRNOG00000014806,NA,7305
ENSRNOG00000017817,ENSRNOG00000015142,NA,8569
ENSRNOG00000017817,ENSRNOG00000017230,NA,8569
ENSRNOG00000017817,ENSRNOG00000019428,NA,7305
ENSRNOG00000017817,ENSRNOG00000020487,NA,8569
ENSRNOG00000017817,ENSRNOG00000047115,NA,8569
ENSRNOG00000017817,ENSRNOG00000050169,NA,7305
ENSRNOG00000017819,ENSRNOG00000010522,NA,8421
ENSRNOG00000017819,ENSRNOG00000067966,NA,8421
ENSRNOG00000017824,ENSRNOG00000018708,NA,7380
ENSRNOG00000017824,ENSRNOG00000039876,NA,7380
ENSRNOG00000017824,ENSRNOG00000046794,NA,7380
ENSRNOG00000017829,ENSRNOG00000014353,NA,6218
ENSRNOG00000017839,ENSRNOG00000002855,NA,8151
ENSRNOG00000017839,ENSRNOG00000003123,NA,7295
ENSRNOG00000017839,ENSRNOG00000009576,NA,531
ENSRNOG00000017839,ENSRNOG00000009742,NA,2220
ENSRNOG00000017839,ENSRNOG00000012360,NA,8151
ENSRNOG00000017839,ENSRNOG00000013005,NA,8151
ENSRNOG00000017839,ENSRNOG00000013180,NA,8151
ENSRNOG00000017839,ENSRNOG00000014193,NA,8151
ENSRNOG00000017839,ENSRNOG00000015796,NA,368
ENSRNOG00000017839,ENSRNOG00000017753,NA,8151
ENSRNOG00000017839,ENSRNOG00000021264,NA,8151
ENSRNOG00000017839,ENSRNOG00000022812,NA,8151
ENSRNOG00000017840,ENSRNOG00000000641,NA,7667
ENSRNOG00000017840,ENSRNOG00000002904,NA,6812
ENSRNOG00000017840,ENSRNOG00000016984,NA,6816
ENSRNOG00000017840,ENSRNOG00000037505,NA,6816
ENSRNOG00000017840,ENSRNOG00000059073,NA,8630
ENSRNOG00000017840,ENSRNOG00000067693,NA,6472
ENSRNOG00000017857,ENSRNOG00000010756,NA,6577
ENSRNOG00000017857,ENSRNOG00000016622,NA,6603
ENSRNOG00000017863,ENSRNOG00000005428,NA,642
ENSRNOG00000017863,ENSRNOG00000007242,NA,642
ENSRNOG00000017863,ENSRNOG00000009568,NA,642
ENSRNOG00000017863,ENSRNOG00000015701,NA,642
ENSRNOG00000017863,ENSRNOG00000016258,NA,642
ENSRNOG00000017863,ENSRNOG00000021787,NA,642
ENSRNOG00000017863,ENSRNOG00000022372,NA,642
ENSRNOG00000017863,ENSRNOG00000032215,NA,642
ENSRNOG00000017863,ENSRNOG00000042679,NA,642
ENSRNOG00000017863,ENSRNOG00000049783,NA,642
ENSRNOG00000017863,ENSRNOG00000063043,NA,642
ENSRNOG00000017864,ENSRNOG00000002091,NA,1114
ENSRNOG00000017864,ENSRNOG00000010981,NA,1114
ENSRNOG00000017864,ENSRNOG00000016218,NA,1114
ENSRNOG00000017864,ENSRNOG00000050016,NA,1114
ENSRNOG00000017864,ENSRNOG00000054725,NA,1114
ENSRNOG00000017864,ENSRNOG00000056904,NA,1114
ENSRNOG00000017869,ENSRNOG00000008144,NA,7362
ENSRNOG00000017869,ENSRNOG00000012172,NA,7952
ENSRNOG00000017869,ENSRNOG00000019742,NA,7952
ENSRNOG00000017874,ENSRNOG00000004861,NA,2420
ENSRNOG00000017874,ENSRNOG00000010966,NA,2420
ENSRNOG00000017879,ENSRNOG00000020657,NA,904
ENSRNOG00000017883,ENSRNOG00000018220,NA,8176
ENSRNOG00000017883,ENSRNOG00000026319,NA,8176
ENSRNOG00000017897,ENSRNOG00000010966,NA,2989
ENSRNOG00000017897,ENSRNOG00000043167,NA,2989
ENSRNOG00000017913,ENSRNOG00000000397,NA,5286
ENSRNOG00000017913,ENSRNOG00000020063,NA,5286
ENSRNOG00000017913,ENSRNOG00000022485,NA,5286
ENSRNOG00000017913,ENSRNOG00000025100,NA,5286
ENSRNOG00000017913,ENSRNOG00000033426,NA,5286
ENSRNOG00000017913,ENSRNOG00000048242,NA,5286
ENSRNOG00000017913,ENSRNOG00000059714,NA,5286
ENSRNOG00000017913,ENSRNOG00000060936,NA,5286
ENSRNOG00000017927,ENSRNOG00000004193,NA,6815
ENSRNOG00000017927,ENSRNOG00000015633,NA,6815
ENSRNOG00000017941,ENSRNOG00000011073,NA,2241
ENSRNOG00000017941,ENSRNOG00000025100,NA,8706
ENSRNOG00000017941,ENSRNOG00000047088,NA,2241
ENSRNOG00000017956,ENSRNOG00000006832,NA,8651
ENSRNOG00000017956,ENSRNOG00000029049,NA,8650
ENSRNOG00000017960,ENSRNOG00000006392,NA,6310
ENSRNOG00000017960,ENSRNOG00000016105,NA,6310
ENSRNOG00000017979,ENSRNOG00000000505,NA,3047
ENSRNOG00000017979,ENSRNOG00000000587,NA,3047
ENSRNOG00000017979,ENSRNOG00000000632,NA,3047
ENSRNOG00000017979,ENSRNOG00000000957,NA,3047
ENSRNOG00000017979,ENSRNOG00000001148,NA,3047
ENSRNOG00000017979,ENSRNOG00000001203,NA,3047
ENSRNOG00000017979,ENSRNOG00000003201,NA,3047
ENSRNOG00000017979,ENSRNOG00000003844,NA,3047
ENSRNOG00000017979,ENSRNOG00000004214,NA,3047
ENSRNOG00000017979,ENSRNOG00000004484,NA,3047
ENSRNOG00000017979,ENSRNOG00000004515,NA,3047
ENSRNOG00000017979,ENSRNOG00000004670,NA,3047
ENSRNOG00000017979,ENSRNOG00000005468,NA,3047
ENSRNOG00000017979,ENSRNOG00000007128,NA,3047
ENSRNOG00000017979,ENSRNOG00000007240,NA,3047
ENSRNOG00000017979,ENSRNOG00000008081,NA,3047
ENSRNOG00000017979,ENSRNOG00000008140,NA,3047
ENSRNOG00000017979,ENSRNOG00000008165,NA,3047
ENSRNOG00000017979,ENSRNOG00000009166,NA,3047
ENSRNOG00000017979,ENSRNOG00000009378,NA,3047
ENSRNOG00000017979,ENSRNOG00000009430,NA,3047
ENSRNOG00000017979,ENSRNOG00000009857,NA,3047
ENSRNOG00000017979,ENSRNOG00000011893,NA,3047
ENSRNOG00000017979,ENSRNOG00000014288,NA,3047
ENSRNOG00000017979,ENSRNOG00000015210,NA,3047
ENSRNOG00000017979,ENSRNOG00000015335,NA,3047
ENSRNOG00000017979,ENSRNOG00000016217,NA,3047
ENSRNOG00000017979,ENSRNOG00000016269,NA,3047
ENSRNOG00000017979,ENSRNOG00000016486,NA,3047
ENSRNOG00000017979,ENSRNOG00000016896,NA,3047
ENSRNOG00000017979,ENSRNOG00000017340,NA,3047
ENSRNOG00000017979,ENSRNOG00000018273,NA,3047
ENSRNOG00000017979,ENSRNOG00000018795,NA,3047
ENSRNOG00000017979,ENSRNOG00000019007,NA,3047
ENSRNOG00000017979,ENSRNOG00000019229,NA,3047
ENSRNOG00000017979,ENSRNOG00000020075,NA,3047
ENSRNOG00000017979,ENSRNOG00000020618,NA,3047
ENSRNOG00000017979,ENSRNOG00000021035,NA,3047
ENSRNOG00000017979,ENSRNOG00000021773,NA,3047
ENSRNOG00000017979,ENSRNOG00000023529,NA,3047
ENSRNOG00000017979,ENSRNOG00000024733,NA,3047
ENSRNOG00000017979,ENSRNOG00000025701,NA,3047
ENSRNOG00000017979,ENSRNOG00000025936,NA,3047
ENSRNOG00000017979,ENSRNOG00000026964,NA,3047
ENSRNOG00000017979,ENSRNOG00000032439,NA,3047
ENSRNOG00000017979,ENSRNOG00000043099,NA,3047
ENSRNOG00000017979,ENSRNOG00000045760,NA,3047
ENSRNOG00000017979,ENSRNOG00000050051,NA,3047
ENSRNOG00000017979,ENSRNOG00000053468,NA,3047
ENSRNOG00000017979,ENSRNOG00000054626,NA,3047
ENSRNOG00000017979,ENSRNOG00000056765,NA,3047
ENSRNOG00000017979,ENSRNOG00000058909,NA,3047
ENSRNOG00000017979,ENSRNOG00000070974,NA,3047
ENSRNOG00000018000,ENSRNOG00000001662,NA,8601
ENSRNOG00000018000,ENSRNOG00000017003,NA,5757
ENSRNOG00000018000,ENSRNOG00000017279,NA,641
ENSRNOG00000018000,ENSRNOG00000022448,NA,8015
ENSRNOG00000018000,ENSRNOG00000037443,NA,8015
ENSRNOG00000018005,ENSRNOG00000019638,NA,8423
ENSRNOG00000018020,ENSRNOG00000003848,NA,7643
ENSRNOG00000018020,ENSRNOG00000009568,NA,5870
ENSRNOG00000018020,ENSRNOG00000016246,NA,5870
ENSRNOG00000018020,ENSRNOG00000017170,NA,7643
ENSRNOG00000018020,ENSRNOG00000020851,NA,143
ENSRNOG00000018020,ENSRNOG00000025053,NA,143
ENSRNOG00000018020,ENSRNOG00000061012,NA,7577
ENSRNOG00000018021,ENSRNOG00000000505,NA,3055
ENSRNOG00000018021,ENSRNOG00000000511,NA,3055
ENSRNOG00000018021,ENSRNOG00000001148,NA,3055
ENSRNOG00000018021,ENSRNOG00000001611,NA,3055
ENSRNOG00000018021,ENSRNOG00000002340,NA,3055
ENSRNOG00000018021,ENSRNOG00000002735,NA,3055
ENSRNOG00000018021,ENSRNOG00000003227,NA,3055
ENSRNOG00000018021,ENSRNOG00000003890,NA,3055
ENSRNOG00000018021,ENSRNOG00000004107,NA,3055
ENSRNOG00000018021,ENSRNOG00000004196,NA,3055
ENSRNOG00000018021,ENSRNOG00000004214,NA,3055
ENSRNOG00000018021,ENSRNOG00000004484,NA,3055
ENSRNOG00000018021,ENSRNOG00000004616,NA,3055
ENSRNOG00000018021,ENSRNOG00000005350,NA,3055
ENSRNOG00000018021,ENSRNOG00000005374,NA,3055
ENSRNOG00000018021,ENSRNOG00000005468,NA,3055
ENSRNOG00000018021,ENSRNOG00000006122,NA,3055
ENSRNOG00000018021,ENSRNOG00000006236,NA,3055
ENSRNOG00000018021,ENSRNOG00000006762,NA,3055
ENSRNOG00000018021,ENSRNOG00000007128,NA,3055
ENSRNOG00000018021,ENSRNOG00000007512,NA,3055
ENSRNOG00000018021,ENSRNOG00000007663,NA,3055
ENSRNOG00000018021,ENSRNOG00000007921,NA,3055
ENSRNOG00000018021,ENSRNOG00000008140,NA,3055
ENSRNOG00000018021,ENSRNOG00000008591,NA,3055
ENSRNOG00000018021,ENSRNOG00000009378,NA,3055
ENSRNOG00000018021,ENSRNOG00000010189,NA,3055
ENSRNOG00000018021,ENSRNOG00000010746,NA,3055
ENSRNOG00000018021,ENSRNOG00000011494,NA,3055
ENSRNOG00000018021,ENSRNOG00000011893,NA,3055
ENSRNOG00000018021,ENSRNOG00000013508,NA,3055
ENSRNOG00000018021,ENSRNOG00000014154,NA,3055
ENSRNOG00000018021,ENSRNOG00000014272,NA,3055
ENSRNOG00000018021,ENSRNOG00000015210,NA,3055
ENSRNOG00000018021,ENSRNOG00000015335,NA,3055
ENSRNOG00000018021,ENSRNOG00000015914,NA,3055
ENSRNOG00000018021,ENSRNOG00000016220,NA,3055
ENSRNOG00000018021,ENSRNOG00000016411,NA,3055
ENSRNOG00000018021,ENSRNOG00000016486,NA,3055
ENSRNOG00000018021,ENSRNOG00000016580,NA,3055
ENSRNOG00000018021,ENSRNOG00000016896,NA,3055
ENSRNOG00000018021,ENSRNOG00000017127,NA,3055
ENSRNOG00000018021,ENSRNOG00000017786,NA,3055
ENSRNOG00000018021,ENSRNOG00000018273,NA,3055
ENSRNOG00000018021,ENSRNOG00000018320,NA,3055
ENSRNOG00000018021,ENSRNOG00000018604,NA,3055
ENSRNOG00000018021,ENSRNOG00000018704,NA,3055
ENSRNOG00000018021,ENSRNOG00000018774,NA,3055
ENSRNOG00000018021,ENSRNOG00000019007,NA,3055
ENSRNOG00000018021,ENSRNOG00000019229,NA,3055
ENSRNOG00000018021,ENSRNOG00000019578,NA,3055
ENSRNOG00000018021,ENSRNOG00000020266,NA,3055
ENSRNOG00000018021,ENSRNOG00000020488,NA,3055
ENSRNOG00000018021,ENSRNOG00000020595,NA,3055
ENSRNOG00000018021,ENSRNOG00000020618,NA,3055
ENSRNOG00000018021,ENSRNOG00000020674,NA,3055
ENSRNOG00000018021,ENSRNOG00000021035,NA,3055
ENSRNOG00000018021,ENSRNOG00000022741,NA,3055
ENSRNOG00000018021,ENSRNOG00000023344,NA,3055
ENSRNOG00000018021,ENSRNOG00000023786,NA,3055
ENSRNOG00000018021,ENSRNOG00000024603,NA,3055
ENSRNOG00000018021,ENSRNOG00000024955,NA,3055
ENSRNOG00000018021,ENSRNOG00000025936,NA,3055
ENSRNOG00000018021,ENSRNOG00000026108,NA,3055
ENSRNOG00000018021,ENSRNOG00000026260,NA,3055
ENSRNOG00000018021,ENSRNOG00000027722,NA,3055
ENSRNOG00000018021,ENSRNOG00000028461,NA,3055
ENSRNOG00000018021,ENSRNOG00000028747,NA,3055
ENSRNOG00000018021,ENSRNOG00000032439,NA,3055
ENSRNOG00000018021,ENSRNOG00000033152,NA,3055
ENSRNOG00000018021,ENSRNOG00000033790,NA,3055
ENSRNOG00000018021,ENSRNOG00000034237,NA,3055
ENSRNOG00000018021,ENSRNOG00000038398,NA,3055
ENSRNOG00000018021,ENSRNOG00000040273,NA,3055
ENSRNOG00000018021,ENSRNOG00000043099,NA,3055
ENSRNOG00000018021,ENSRNOG00000045760,NA,3055
ENSRNOG00000018021,ENSRNOG00000045860,NA,3055
ENSRNOG00000018021,ENSRNOG00000045885,NA,3055
ENSRNOG00000018021,ENSRNOG00000047611,NA,3055
ENSRNOG00000018021,ENSRNOG00000053468,NA,3055
ENSRNOG00000018021,ENSRNOG00000054626,NA,3055
ENSRNOG00000018021,ENSRNOG00000056765,NA,3055
ENSRNOG00000018021,ENSRNOG00000058909,NA,3055
ENSRNOG00000018021,ENSRNOG00000063732,NA,3055
ENSRNOG00000018021,ENSRNOG00000067444,NA,3055
ENSRNOG00000018021,ENSRNOG00000069905,NA,3055
ENSRNOG00000018021,ENSRNOG00000070974,NA,3055
ENSRNOG00000018033,ENSRNOG00000000283,NA,1181
ENSRNOG00000018033,ENSRNOG00000000581,NA,1181
ENSRNOG00000018033,ENSRNOG00000000663,NA,1181
ENSRNOG00000018033,ENSRNOG00000000988,NA,1181
ENSRNOG00000018033,ENSRNOG00000000989,NA,8369
ENSRNOG00000018033,ENSRNOG00000001243,NA,1181
ENSRNOG00000018033,ENSRNOG00000001253,NA,6129
ENSRNOG00000018033,ENSRNOG00000001501,NA,1181
ENSRNOG00000018033,ENSRNOG00000001746,NA,6129
ENSRNOG00000018033,ENSRNOG00000002818,NA,1181
ENSRNOG00000018033,ENSRNOG00000003392,NA,1181
ENSRNOG00000018033,ENSRNOG00000003495,NA,1181
ENSRNOG00000018033,ENSRNOG00000003822,NA,1181
ENSRNOG00000018033,ENSRNOG00000003844,NA,1181
ENSRNOG00000018033,ENSRNOG00000004061,NA,1181
ENSRNOG00000018033,ENSRNOG00000004091,NA,8369
ENSRNOG00000018033,ENSRNOG00000004287,NA,1181
ENSRNOG00000018033,ENSRNOG00000004373,NA,785
ENSRNOG00000018033,ENSRNOG00000005218,NA,1181
ENSRNOG00000018033,ENSRNOG00000006655,NA,1181
ENSRNOG00000018033,ENSRNOG00000006961,NA,1181
ENSRNOG00000018033,ENSRNOG00000007629,NA,1181
ENSRNOG00000018033,ENSRNOG00000007921,NA,1181
ENSRNOG00000018033,ENSRNOG00000008490,NA,1181
ENSRNOG00000018033,ENSRNOG00000008639,NA,1181
ENSRNOG00000018033,ENSRNOG00000008703,NA,785
ENSRNOG00000018033,ENSRNOG00000008733,NA,1181
ENSRNOG00000018033,ENSRNOG00000008912,NA,1181
ENSRNOG00000018033,ENSRNOG00000009846,NA,1181
ENSRNOG00000018033,ENSRNOG00000010021,NA,1181
ENSRNOG00000018033,ENSRNOG00000010125,NA,1181
ENSRNOG00000018033,ENSRNOG00000010587,NA,1181
ENSRNOG00000018033,ENSRNOG00000011503,NA,8369
ENSRNOG00000018033,ENSRNOG00000011584,NA,1181
ENSRNOG00000018033,ENSRNOG00000011910,NA,1181
ENSRNOG00000018033,ENSRNOG00000011932,NA,1181
ENSRNOG00000018033,ENSRNOG00000012219,NA,1181
ENSRNOG00000018033,ENSRNOG00000012651,NA,1181
ENSRNOG00000018033,ENSRNOG00000012771,NA,1181
ENSRNOG00000018033,ENSRNOG00000013252,NA,1181
ENSRNOG00000018033,ENSRNOG00000013516,NA,1181
ENSRNOG00000018033,ENSRNOG00000013714,NA,1181
ENSRNOG00000018033,ENSRNOG00000015844,NA,1181
ENSRNOG00000018033,ENSRNOG00000016705,NA,1181
ENSRNOG00000018033,ENSRNOG00000017397,NA,754
ENSRNOG00000018033,ENSRNOG00000017405,NA,1181
ENSRNOG00000018033,ENSRNOG00000017724,NA,1181
ENSRNOG00000018033,ENSRNOG00000018194,NA,785
ENSRNOG00000018033,ENSRNOG00000018342,NA,6129
ENSRNOG00000018033,ENSRNOG00000018783,NA,8369
ENSRNOG00000018033,ENSRNOG00000019113,NA,1181
ENSRNOG00000018033,ENSRNOG00000019235,NA,1181
ENSRNOG00000018033,ENSRNOG00000019349,NA,1181
ENSRNOG00000018033,ENSRNOG00000019975,NA,1181
ENSRNOG00000018033,ENSRNOG00000020412,NA,1181
ENSRNOG00000018033,ENSRNOG00000020475,NA,1181
ENSRNOG00000018033,ENSRNOG00000020897,NA,1181
ENSRNOG00000018033,ENSRNOG00000023593,NA,6742
ENSRNOG00000018033,ENSRNOG00000023605,NA,6129
ENSRNOG00000018033,ENSRNOG00000030374,NA,1181
ENSRNOG00000018033,ENSRNOG00000033790,NA,1181
ENSRNOG00000018033,ENSRNOG00000037604,NA,1181
ENSRNOG00000018033,ENSRNOG00000037998,NA,1181
ENSRNOG00000018033,ENSRNOG00000039852,NA,1181
ENSRNOG00000018033,ENSRNOG00000039876,NA,1181
ENSRNOG00000018033,ENSRNOG00000045860,NA,1181
ENSRNOG00000018033,ENSRNOG00000047386,NA,6742
ENSRNOG00000018033,ENSRNOG00000048725,NA,1181
ENSRNOG00000018033,ENSRNOG00000050323,NA,1181
ENSRNOG00000018033,ENSRNOG00000050410,NA,1181
ENSRNOG00000018033,ENSRNOG00000051170,NA,1181
ENSRNOG00000018033,ENSRNOG00000051498,NA,1181
ENSRNOG00000018033,ENSRNOG00000058130,NA,755
ENSRNOG00000018033,ENSRNOG00000058561,NA,1181
ENSRNOG00000018033,ENSRNOG00000060154,NA,1181
ENSRNOG00000018033,ENSRNOG00000060597,NA,1181
ENSRNOG00000018033,ENSRNOG00000067587,NA,1181
ENSRNOG00000018042,ENSRNOG00000000804,NA,320
ENSRNOG00000018042,ENSRNOG00000000926,NA,320
ENSRNOG00000018042,ENSRNOG00000001842,NA,320
ENSRNOG00000018042,ENSRNOG00000002178,NA,320
ENSRNOG00000018042,ENSRNOG00000002569,NA,320
ENSRNOG00000018042,ENSRNOG00000003797,NA,320
ENSRNOG00000018042,ENSRNOG00000006898,NA,320
ENSRNOG00000018042,ENSRNOG00000008279,NA,320
ENSRNOG00000018042,ENSRNOG00000010164,NA,320
ENSRNOG00000018042,ENSRNOG00000010363,NA,320
ENSRNOG00000018042,ENSRNOG00000010912,NA,320
ENSRNOG00000018042,ENSRNOG00000011839,NA,320
ENSRNOG00000018042,ENSRNOG00000011979,NA,320
ENSRNOG00000018042,ENSRNOG00000015192,NA,320
ENSRNOG00000018042,ENSRNOG00000015479,NA,320
ENSRNOG00000018042,ENSRNOG00000016201,NA,320
ENSRNOG00000018042,ENSRNOG00000017272,NA,320
ENSRNOG00000018042,ENSRNOG00000018081,NA,320
ENSRNOG00000018042,ENSRNOG00000018531,NA,320
ENSRNOG00000018042,ENSRNOG00000019949,NA,320
ENSRNOG00000018042,ENSRNOG00000020373,NA,320
ENSRNOG00000018042,ENSRNOG00000021224,NA,320
ENSRNOG00000018042,ENSRNOG00000022609,NA,320
ENSRNOG00000018042,ENSRNOG00000024845,NA,320
ENSRNOG00000018042,ENSRNOG00000026528,NA,320
ENSRNOG00000018042,ENSRNOG00000032630,NA,320
ENSRNOG00000018042,ENSRNOG00000047984,NA,320
ENSRNOG00000018042,ENSRNOG00000059381,NA,320
ENSRNOG00000018042,ENSRNOG00000061213,NA,320
ENSRNOG00000018057,ENSRNOG00000000804,NA,320
ENSRNOG00000018057,ENSRNOG00000000926,NA,320
ENSRNOG00000018057,ENSRNOG00000001842,NA,320
ENSRNOG00000018057,ENSRNOG00000002178,NA,320
ENSRNOG00000018057,ENSRNOG00000002569,NA,320
ENSRNOG00000018057,ENSRNOG00000003797,NA,320
ENSRNOG00000018057,ENSRNOG00000006898,NA,320
ENSRNOG00000018057,ENSRNOG00000008279,NA,320
ENSRNOG00000018057,ENSRNOG00000010164,NA,320
ENSRNOG00000018057,ENSRNOG00000010363,NA,320
ENSRNOG00000018057,ENSRNOG00000010912,NA,320
ENSRNOG00000018057,ENSRNOG00000011839,NA,320
ENSRNOG00000018057,ENSRNOG00000011979,NA,320
ENSRNOG00000018057,ENSRNOG00000015192,NA,320
ENSRNOG00000018057,ENSRNOG00000015479,NA,320
ENSRNOG00000018057,ENSRNOG00000016201,NA,320
ENSRNOG00000018057,ENSRNOG00000017272,NA,320
ENSRNOG00000018057,ENSRNOG00000018081,NA,320
ENSRNOG00000018057,ENSRNOG00000018531,NA,320
ENSRNOG00000018057,ENSRNOG00000019949,NA,320
ENSRNOG00000018057,ENSRNOG00000020373,NA,320
ENSRNOG00000018057,ENSRNOG00000021224,NA,320
ENSRNOG00000018057,ENSRNOG00000022609,NA,320
ENSRNOG00000018057,ENSRNOG00000024845,NA,320
ENSRNOG00000018057,ENSRNOG00000026528,NA,320
ENSRNOG00000018057,ENSRNOG00000032630,NA,320
ENSRNOG00000018057,ENSRNOG00000047984,NA,320
ENSRNOG00000018057,ENSRNOG00000059381,NA,320
ENSRNOG00000018057,ENSRNOG00000061213,NA,320
ENSRNOG00000018063,ENSRNOG00000001088,NA,274
ENSRNOG00000018063,ENSRNOG00000001134,NA,274
ENSRNOG00000018063,ENSRNOG00000001457,NA,274
ENSRNOG00000018063,ENSRNOG00000001816,NA,274
ENSRNOG00000018063,ENSRNOG00000009663,NA,2809
ENSRNOG00000018063,ENSRNOG00000014193,NA,2196
ENSRNOG00000018063,ENSRNOG00000018353,NA,274
ENSRNOG00000018063,ENSRNOG00000019150,NA,2198
